#Data contains: GPS time of week of the navigation epoch (ms),UTC [year:month:day:minute:second],fix Type[0-5],longitude[deg],latitude[deg],height[mm],sync signal [ms],Temp [°C]#,GNSS Time [UTC],height[m]
114770500,2021:3:15:7:52:32,3,11.3821395,47.309484,2101568,1,8.0,2021-03-15 07:52:32,2101.568
114770600,2021:3:15:7:52:32,3,11.3821395,47.309484,2101578,1,8.0,2021-03-15 07:52:32,2101.578
114770700,2021:3:15:7:52:32,3,11.3821398,47.3094839,2101584,1,8.0,2021-03-15 07:52:32,2101.584
114770800,2021:3:15:7:52:32,3,11.3821395,47.3094842,2101531,1,8.0,2021-03-15 07:52:32,2101.531
114770900,2021:3:15:7:52:32,3,11.3821395,47.3094842,2101515,1,8.0,2021-03-15 07:52:32,2101.515
114771000,2021:3:15:7:52:33,3,11.3821396,47.3094844,2101509,1,8.0,2021-03-15 07:52:33,2101.509
114771100,2021:3:15:7:52:33,3,11.3821396,47.3094844,2101515,1,8.0,2021-03-15 07:52:33,2101.515
114771200,2021:3:15:7:52:33,3,11.3821397,47.3094843,2101501,0,8.0,2021-03-15 07:52:33,2101.501
114771300,2021:3:15:7:52:33,3,11.3821397,47.3094845,2101485,0,8.0,2021-03-15 07:52:33,2101.485
114771400,2021:3:15:7:52:33,3,11.3821397,47.3094844,2101506,0,8.0,2021-03-15 07:52:33,2101.506
114771500,2021:3:15:7:52:33,3,11.3821397,47.3094845,2101498,0,8.0,2021-03-15 07:52:33,2101.498
114771600,2021:3:15:7:52:33,3,11.3821397,47.3094845,2101491,0,8.0,2021-03-15 07:52:33,2101.491
114771700,2021:3:15:7:52:33,3,11.3821397,47.3094846,2101464,0,8.0,2021-03-15 07:52:33,2101.464
114771800,2021:3:15:7:52:33,3,11.3821397,47.3094847,2101450,0,8.0,2021-03-15 07:52:33,2101.45
114771900,2021:3:15:7:52:33,3,11.3821397,47.3094849,2101437,0,8.0,2021-03-15 07:52:33,2101.437
114772000,2021:3:15:7:52:34,3,11.3821398,47.309485,2101428,0,8.0,2021-03-15 07:52:34,2101.428
114772100,2021:3:15:7:52:34,3,11.3821397,47.3094851,2101413,0,8.0,2021-03-15 07:52:34,2101.413
114772200,2021:3:15:7:52:34,3,11.3821397,47.309485,2101400,1,8.0,2021-03-15 07:52:34,2101.4
114772300,2021:3:15:7:52:34,3,11.3821397,47.3094853,2101386,1,8.0,2021-03-15 07:52:34,2101.386
114772400,2021:3:15:7:52:34,3,11.3821396,47.3094853,2101382,1,8.0,2021-03-15 07:52:34,2101.382
114772500,2021:3:15:7:52:34,3,11.3821395,47.3094853,2101378,1,8.0,2021-03-15 07:52:34,2101.378
114772600,2021:3:15:7:52:34,3,11.3821394,47.3094851,2101406,1,8.0,2021-03-15 07:52:34,2101.406
114772700,2021:3:15:7:52:34,3,11.3821393,47.3094853,2101385,1,8.06,2021-03-15 07:52:34,2101.385
114772800,2021:3:15:7:52:34,3,11.3821395,47.3094853,2101405,1,8.06,2021-03-15 07:52:34,2101.405
114772900,2021:3:15:7:52:34,3,11.3821394,47.3094856,2101370,1,8.06,2021-03-15 07:52:34,2101.37
114773000,2021:3:15:7:52:35,3,11.3821394,47.3094857,2101362,1,8.06,2021-03-15 07:52:35,2101.362
114773100,2021:3:15:7:52:35,3,11.3821393,47.3094858,2101351,1,8.06,2021-03-15 07:52:35,2101.351
114773200,2021:3:15:7:52:35,3,11.3821393,47.3094859,2101368,0,8.06,2021-03-15 07:52:35,2101.368
114773300,2021:3:15:7:52:35,3,11.3821393,47.3094861,2101313,0,8.06,2021-03-15 07:52:35,2101.313
114773400,2021:3:15:7:52:35,3,11.3821393,47.3094859,2101340,0,8.0,2021-03-15 07:52:35,2101.34
114773500,2021:3:15:7:52:35,3,11.3821392,47.3094862,2101316,0,8.0,2021-03-15 07:52:35,2101.316
114773600,2021:3:15:7:52:35,3,11.3821393,47.3094864,2101307,0,8.0,2021-03-15 07:52:35,2101.307
114773700,2021:3:15:7:52:35,3,11.3821393,47.3094863,2101309,0,8.0,2021-03-15 07:52:35,2101.309
114773800,2021:3:15:7:52:35,3,11.3821393,47.3094866,2101265,0,8.0,2021-03-15 07:52:35,2101.265
114773900,2021:3:15:7:52:35,3,11.3821393,47.3094865,2101294,0,8.0,2021-03-15 07:52:35,2101.294
114774000,2021:3:15:7:52:36,3,11.3821392,47.3094865,2101286,0,8.0,2021-03-15 07:52:36,2101.286
114774100,2021:3:15:7:52:36,3,11.3821393,47.3094867,2101284,0,8.0,2021-03-15 07:52:36,2101.284
114774200,2021:3:15:7:52:36,3,11.382139,47.3094866,2101292,1,8.0,2021-03-15 07:52:36,2101.292
114774300,2021:3:15:7:52:36,3,11.3821391,47.3094866,2101294,1,8.0,2021-03-15 07:52:36,2101.294
114774400,2021:3:15:7:52:36,3,11.382139,47.3094866,2101317,1,8.0,2021-03-15 07:52:36,2101.317
114774500,2021:3:15:7:52:36,3,11.3821389,47.3094868,2101281,1,8.0,2021-03-15 07:52:36,2101.281
114774600,2021:3:15:7:52:36,3,11.3821389,47.309487,2101238,1,8.0,2021-03-15 07:52:36,2101.238
114774700,2021:3:15:7:52:36,3,11.382139,47.3094871,2101246,1,8.0,2021-03-15 07:52:36,2101.246
114774800,2021:3:15:7:52:36,3,11.3821391,47.3094873,2101226,1,8.0,2021-03-15 07:52:36,2101.226
114774900,2021:3:15:7:52:36,3,11.382139,47.3094876,2101188,1,8.0,2021-03-15 07:52:36,2101.188
114775000,2021:3:15:7:52:37,3,11.3821388,47.3094879,2101149,1,8.0,2021-03-15 07:52:37,2101.149
114775100,2021:3:15:7:52:37,3,11.3821388,47.3094879,2101120,1,8.0,2021-03-15 07:52:37,2101.12
114775200,2021:3:15:7:52:37,3,11.3821386,47.3094878,2101137,0,8.0,2021-03-15 07:52:37,2101.137
114775300,2021:3:15:7:52:37,3,11.3821388,47.309488,2101153,0,8.0,2021-03-15 07:52:37,2101.153
114775400,2021:3:15:7:52:37,3,11.3821385,47.3094882,2101096,0,8.0,2021-03-15 07:52:37,2101.096
114775500,2021:3:15:7:52:37,3,11.3821388,47.309488,2101151,0,8.0,2021-03-15 07:52:37,2101.151
114775600,2021:3:15:7:52:37,3,11.3821386,47.3094881,2101125,0,8.0,2021-03-15 07:52:37,2101.125
114775700,2021:3:15:7:52:37,3,11.3821385,47.3094883,2101123,0,8.0,2021-03-15 07:52:37,2101.123
114775800,2021:3:15:7:52:37,3,11.3821386,47.3094886,2101090,0,8.0,2021-03-15 07:52:37,2101.09
114775900,2021:3:15:7:52:37,3,11.3821385,47.3094886,2101079,0,8.0,2021-03-15 07:52:37,2101.079
114776000,2021:3:15:7:52:38,3,11.3821386,47.309489,2101033,0,8.0,2021-03-15 07:52:38,2101.033
114776100,2021:3:15:7:52:38,3,11.3821385,47.3094889,2101038,0,8.0,2021-03-15 07:52:38,2101.038
114776200,2021:3:15:7:52:38,3,11.3821384,47.3094891,2101008,1,8.0,2021-03-15 07:52:38,2101.008
114776300,2021:3:15:7:52:38,3,11.3821384,47.3094892,2100985,1,8.0,2021-03-15 07:52:38,2100.985
114776400,2021:3:15:7:52:38,3,11.3821384,47.3094894,2100967,1,8.0,2021-03-15 07:52:38,2100.967
114776500,2021:3:15:7:52:38,3,11.3821383,47.3094894,2100942,1,8.06,2021-03-15 07:52:38,2100.942
114776600,2021:3:15:7:52:38,3,11.3821381,47.3094897,2100908,1,8.06,2021-03-15 07:52:38,2100.908
114776700,2021:3:15:7:52:38,3,11.3821381,47.3094898,2100875,1,8.06,2021-03-15 07:52:38,2100.875
114776800,2021:3:15:7:52:38,3,11.3821379,47.3094899,2100867,1,8.06,2021-03-15 07:52:38,2100.867
114776900,2021:3:15:7:52:38,3,11.382138,47.3094897,2100899,1,8.06,2021-03-15 07:52:38,2100.899
114777000,2021:3:15:7:52:39,3,11.3821379,47.3094902,2100823,1,8.06,2021-03-15 07:52:39,2100.823
114777100,2021:3:15:7:52:39,3,11.382138,47.3094901,2100819,1,8.06,2021-03-15 07:52:39,2100.819
114777200,2021:3:15:7:52:39,3,11.3821379,47.3094903,2100808,0,8.0,2021-03-15 07:52:39,2100.808
114777300,2021:3:15:7:52:39,3,11.3821379,47.3094902,2100828,0,8.0,2021-03-15 07:52:39,2100.828
114777400,2021:3:15:7:52:39,3,11.3821378,47.3094904,2100789,0,8.0,2021-03-15 07:52:39,2100.789
114777500,2021:3:15:7:52:39,3,11.382138,47.3094903,2100806,0,8.0,2021-03-15 07:52:39,2100.806
114777600,2021:3:15:7:52:39,3,11.382138,47.3094904,2100804,0,8.0,2021-03-15 07:52:39,2100.804
114777700,2021:3:15:7:52:39,3,11.3821379,47.3094905,2100767,0,8.0,2021-03-15 07:52:39,2100.767
114777800,2021:3:15:7:52:39,3,11.3821381,47.3094906,2100790,0,8.0,2021-03-15 07:52:39,2100.79
114777900,2021:3:15:7:52:39,3,11.3821381,47.3094907,2100773,0,8.0,2021-03-15 07:52:39,2100.773
114778000,2021:3:15:7:52:40,3,11.3821382,47.3094908,2100741,0,8.06,2021-03-15 07:52:40,2100.741
114778100,2021:3:15:7:52:40,3,11.3821384,47.3094907,2100785,0,8.06,2021-03-15 07:52:40,2100.785
114778200,2021:3:15:7:52:40,3,11.3821384,47.3094907,2100797,1,8.06,2021-03-15 07:52:40,2100.797
114778300,2021:3:15:7:52:40,3,11.3821384,47.3094909,2100759,1,8.06,2021-03-15 07:52:40,2100.759
114778400,2021:3:15:7:52:40,3,11.3821384,47.3094909,2100769,1,8.06,2021-03-15 07:52:40,2100.769
114778500,2021:3:15:7:52:40,3,11.3821383,47.309491,2100727,1,8.06,2021-03-15 07:52:40,2100.727
114778600,2021:3:15:7:52:40,3,11.3821383,47.3094913,2100696,1,8.06,2021-03-15 07:52:40,2100.696
114778700,2021:3:15:7:52:40,3,11.3821384,47.3094914,2100689,1,8.06,2021-03-15 07:52:40,2100.689
114778800,2021:3:15:7:52:40,3,11.3821383,47.3094913,2100698,1,8.06,2021-03-15 07:52:40,2100.698
114778900,2021:3:15:7:52:40,3,11.3821384,47.3094915,2100697,1,8.06,2021-03-15 07:52:40,2100.697
114779000,2021:3:15:7:52:41,3,11.3821386,47.3094915,2100721,1,8.06,2021-03-15 07:52:41,2100.721
114779100,2021:3:15:7:52:41,3,11.3821387,47.3094915,2100719,1,8.06,2021-03-15 07:52:41,2100.719
114779200,2021:3:15:7:52:41,3,11.3821385,47.3094917,2100661,0,8.06,2021-03-15 07:52:41,2100.661
114779300,2021:3:15:7:52:41,3,11.3821387,47.3094918,2100662,0,8.06,2021-03-15 07:52:41,2100.662
114779400,2021:3:15:7:52:41,3,11.3821387,47.3094919,2100646,0,8.06,2021-03-15 07:52:41,2100.646
114779500,2021:3:15:7:52:41,3,11.3821386,47.3094919,2100637,0,8.0,2021-03-15 07:52:41,2100.637
114779600,2021:3:15:7:52:41,3,11.3821386,47.3094922,2100609,0,8.0,2021-03-15 07:52:41,2100.609
114779700,2021:3:15:7:52:41,3,11.3821385,47.3094922,2100595,0,8.0,2021-03-15 07:52:41,2100.595
114779800,2021:3:15:7:52:41,3,11.3821386,47.3094923,2100563,0,8.0,2021-03-15 07:52:41,2100.563
114779900,2021:3:15:7:52:41,3,11.3821387,47.3094925,2100540,0,8.0,2021-03-15 07:52:41,2100.54
114780000,2021:3:15:7:52:42,3,11.3821388,47.3094926,2100532,0,8.0,2021-03-15 07:52:42,2100.532
114780100,2021:3:15:7:52:42,3,11.3821388,47.3094925,2100543,0,8.0,2021-03-15 07:52:42,2100.543
114780200,2021:3:15:7:52:42,3,11.3821388,47.3094927,2100526,1,8.06,2021-03-15 07:52:42,2100.526
114780300,2021:3:15:7:52:42,3,11.3821388,47.3094929,2100509,1,8.06,2021-03-15 07:52:42,2100.509
114780400,2021:3:15:7:52:42,3,11.382139,47.3094928,2100521,1,8.06,2021-03-15 07:52:42,2100.521
114780500,2021:3:15:7:52:42,3,11.3821389,47.3094928,2100514,1,8.06,2021-03-15 07:52:42,2100.514
114780600,2021:3:15:7:52:42,3,11.3821391,47.3094928,2100549,1,8.06,2021-03-15 07:52:42,2100.549
114780700,2021:3:15:7:52:42,3,11.3821391,47.3094928,2100527,1,8.06,2021-03-15 07:52:42,2100.527
114780800,2021:3:15:7:52:42,3,11.3821392,47.3094927,2100555,1,8.06,2021-03-15 07:52:42,2100.555
114780900,2021:3:15:7:52:42,3,11.3821392,47.3094927,2100553,1,8.06,2021-03-15 07:52:42,2100.553
114781000,2021:3:15:7:52:43,3,11.3821391,47.309493,2100526,1,8.0,2021-03-15 07:52:43,2100.526
114781100,2021:3:15:7:52:43,3,11.3821392,47.3094931,2100506,1,8.0,2021-03-15 07:52:43,2100.506
114781200,2021:3:15:7:52:43,3,11.3821389,47.3094935,2100461,0,8.0,2021-03-15 07:52:43,2100.461
114781300,2021:3:15:7:52:43,3,11.3821391,47.3094934,2100486,0,8.0,2021-03-15 07:52:43,2100.486
114781400,2021:3:15:7:52:43,3,11.3821392,47.3094935,2100492,0,8.0,2021-03-15 07:52:43,2100.492
114781500,2021:3:15:7:52:43,3,11.382139,47.3094935,2100467,0,8.0,2021-03-15 07:52:43,2100.467
114781600,2021:3:15:7:52:43,3,11.3821392,47.3094936,2100469,0,8.0,2021-03-15 07:52:43,2100.469
114781700,2021:3:15:7:52:43,3,11.3821391,47.3094937,2100464,0,8.0,2021-03-15 07:52:43,2100.464
114781800,2021:3:15:7:52:43,3,11.3821392,47.3094935,2100483,0,8.0,2021-03-15 07:52:43,2100.483
114781900,2021:3:15:7:52:43,3,11.382139,47.3094938,2100417,0,8.0,2021-03-15 07:52:43,2100.417
114782000,2021:3:15:7:52:44,3,11.382139,47.309494,2100413,0,8.0,2021-03-15 07:52:44,2100.413
114782100,2021:3:15:7:52:44,3,11.3821393,47.3094941,2100414,0,8.0,2021-03-15 07:52:44,2100.414
114782200,2021:3:15:7:52:44,3,11.3821394,47.3094941,2100430,1,8.0,2021-03-15 07:52:44,2100.43
114782300,2021:3:15:7:52:44,3,11.3821396,47.3094943,2100430,1,8.0,2021-03-15 07:52:44,2100.43
114782400,2021:3:15:7:52:44,3,11.3821396,47.3094944,2100410,1,8.0,2021-03-15 07:52:44,2100.41
114782500,2021:3:15:7:52:44,3,11.3821396,47.3094946,2100415,1,8.0,2021-03-15 07:52:44,2100.415
114782600,2021:3:15:7:52:44,3,11.3821398,47.3094946,2100407,1,8.0,2021-03-15 07:52:44,2100.407
114782700,2021:3:15:7:52:44,3,11.3821398,47.3094946,2100429,1,8.0,2021-03-15 07:52:44,2100.429
114782800,2021:3:15:7:52:44,3,11.3821398,47.3094948,2100419,1,8.0,2021-03-15 07:52:44,2100.419
114782900,2021:3:15:7:52:44,3,11.3821398,47.3094948,2100422,1,8.0,2021-03-15 07:52:44,2100.422
114783000,2021:3:15:7:52:45,3,11.3821398,47.3094949,2100413,1,8.0,2021-03-15 07:52:45,2100.413
114783100,2021:3:15:7:52:45,3,11.3821398,47.3094951,2100402,1,8.0,2021-03-15 07:52:45,2100.402
114783200,2021:3:15:7:52:45,3,11.3821398,47.3094951,2100405,0,8.06,2021-03-15 07:52:45,2100.405
114783300,2021:3:15:7:52:45,3,11.38214,47.3094951,2100419,0,8.06,2021-03-15 07:52:45,2100.419
114783400,2021:3:15:7:52:45,3,11.3821397,47.3094954,2100372,0,8.06,2021-03-15 07:52:45,2100.372
114783500,2021:3:15:7:52:45,3,11.3821397,47.3094955,2100377,0,8.06,2021-03-15 07:52:45,2100.377
114783600,2021:3:15:7:52:45,3,11.3821397,47.3094958,2100331,0,8.06,2021-03-15 07:52:45,2100.331
114783700,2021:3:15:7:52:45,3,11.3821395,47.3094959,2100313,0,8.06,2021-03-15 07:52:45,2100.313
114783800,2021:3:15:7:52:45,3,11.3821395,47.309496,2100295,0,8.06,2021-03-15 07:52:45,2100.295
114783900,2021:3:15:7:52:45,3,11.3821395,47.3094961,2100292,0,8.06,2021-03-15 07:52:45,2100.292
114784000,2021:3:15:7:52:46,3,11.3821394,47.3094963,2100254,0,8.06,2021-03-15 07:52:46,2100.254
114784100,2021:3:15:7:52:46,3,11.3821395,47.3094963,2100268,0,8.06,2021-03-15 07:52:46,2100.268
114784200,2021:3:15:7:52:46,3,11.3821395,47.3094964,2100271,1,8.06,2021-03-15 07:52:46,2100.271
114784300,2021:3:15:7:52:46,3,11.3821395,47.3094966,2100240,1,8.06,2021-03-15 07:52:46,2100.24
114784400,2021:3:15:7:52:46,3,11.3821396,47.3094968,2100203,1,8.06,2021-03-15 07:52:46,2100.203
114784500,2021:3:15:7:52:46,3,11.3821395,47.3094968,2100200,1,8.06,2021-03-15 07:52:46,2100.2
114784600,2021:3:15:7:52:46,3,11.3821396,47.309497,2100182,1,8.06,2021-03-15 07:52:46,2100.182
114784700,2021:3:15:7:52:46,3,11.3821397,47.309497,2100192,1,8.0,2021-03-15 07:52:46,2100.192
114784800,2021:3:15:7:52:46,3,11.3821396,47.3094972,2100154,1,8.0,2021-03-15 07:52:46,2100.154
114784900,2021:3:15:7:52:46,3,11.3821396,47.3094973,2100138,1,8.0,2021-03-15 07:52:46,2100.138
114785000,2021:3:15:7:52:47,3,11.3821395,47.3094975,2100105,1,8.0,2021-03-15 07:52:47,2100.105
114785100,2021:3:15:7:52:47,3,11.3821394,47.3094977,2100083,1,8.0,2021-03-15 07:52:47,2100.083
114785200,2021:3:15:7:52:47,3,11.3821394,47.3094978,2100054,0,8.0,2021-03-15 07:52:47,2100.054
114785300,2021:3:15:7:52:47,3,11.3821395,47.309498,2100014,0,8.0,2021-03-15 07:52:47,2100.014
114785400,2021:3:15:7:52:47,3,11.3821395,47.3094981,2100007,0,8.0,2021-03-15 07:52:47,2100.007
114785500,2021:3:15:7:52:47,3,11.3821394,47.3094981,2099994,0,8.0,2021-03-15 07:52:47,2099.994
114785600,2021:3:15:7:52:47,3,11.3821394,47.3094984,2099943,0,8.0,2021-03-15 07:52:47,2099.943
114785700,2021:3:15:7:52:47,3,11.3821394,47.3094984,2099948,0,8.0,2021-03-15 07:52:47,2099.948
114785800,2021:3:15:7:52:47,3,11.3821393,47.3094985,2099906,0,8.0,2021-03-15 07:52:47,2099.906
114785900,2021:3:15:7:52:47,3,11.3821395,47.3094987,2099894,0,8.0,2021-03-15 07:52:47,2099.894
114786000,2021:3:15:7:52:48,3,11.3821395,47.3094988,2099890,0,8.0,2021-03-15 07:52:48,2099.89
114786100,2021:3:15:7:52:48,3,11.3821394,47.3094989,2099872,0,8.0,2021-03-15 07:52:48,2099.872
114786200,2021:3:15:7:52:48,3,11.3821396,47.3094991,2099868,1,8.06,2021-03-15 07:52:48,2099.868
114786300,2021:3:15:7:52:48,3,11.3821395,47.3094993,2099833,1,8.06,2021-03-15 07:52:48,2099.833
114786400,2021:3:15:7:52:48,3,11.3821396,47.3094993,2099818,1,8.06,2021-03-15 07:52:48,2099.818
114786500,2021:3:15:7:52:48,3,11.3821397,47.3094993,2099834,1,8.06,2021-03-15 07:52:48,2099.834
114786600,2021:3:15:7:52:48,3,11.3821399,47.3094993,2099825,1,8.06,2021-03-15 07:52:48,2099.825
114786700,2021:3:15:7:52:48,3,11.3821401,47.3094994,2099813,1,8.06,2021-03-15 07:52:48,2099.813
114786800,2021:3:15:7:52:48,3,11.3821402,47.3094995,2099776,1,8.06,2021-03-15 07:52:48,2099.776
114786900,2021:3:15:7:52:48,3,11.3821401,47.3094996,2099754,1,8.06,2021-03-15 07:52:48,2099.754
114787000,2021:3:15:7:52:49,3,11.3821401,47.3094998,2099717,1,8.06,2021-03-15 07:52:49,2099.717
114787100,2021:3:15:7:52:49,3,11.3821402,47.3094997,2099743,1,8.06,2021-03-15 07:52:49,2099.743
114787200,2021:3:15:7:52:49,3,11.3821403,47.3095001,2099656,0,8.06,2021-03-15 07:52:49,2099.656
114787300,2021:3:15:7:52:49,3,11.3821403,47.3094999,2099674,0,8.06,2021-03-15 07:52:49,2099.674
114787400,2021:3:15:7:52:49,3,11.3821402,47.3095001,2099654,0,8.06,2021-03-15 07:52:49,2099.654
114787500,2021:3:15:7:52:49,3,11.38214,47.3095004,2099586,0,8.06,2021-03-15 07:52:49,2099.586
114787600,2021:3:15:7:52:49,3,11.3821401,47.3095004,2099600,0,8.06,2021-03-15 07:52:49,2099.6
114787700,2021:3:15:7:52:49,3,11.3821402,47.3095004,2099586,0,8.0,2021-03-15 07:52:49,2099.586
114787800,2021:3:15:7:52:49,3,11.3821403,47.3095003,2099625,0,8.0,2021-03-15 07:52:49,2099.625
114787900,2021:3:15:7:52:49,3,11.3821404,47.3095005,2099612,0,8.0,2021-03-15 07:52:49,2099.612
114788000,2021:3:15:7:52:50,3,11.3821405,47.3095002,2099655,0,8.0,2021-03-15 07:52:50,2099.655
114788100,2021:3:15:7:52:50,3,11.3821405,47.3095003,2099631,0,8.0,2021-03-15 07:52:50,2099.631
114788200,2021:3:15:7:52:50,3,11.3821405,47.3095005,2099635,1,8.0,2021-03-15 07:52:50,2099.635
114788300,2021:3:15:7:52:50,3,11.3821406,47.3095003,2099664,1,8.0,2021-03-15 07:52:50,2099.664
114788400,2021:3:15:7:52:50,3,11.3821407,47.3095005,2099657,1,8.0,2021-03-15 07:52:50,2099.657
114788500,2021:3:15:7:52:50,3,11.3821408,47.3095003,2099666,1,8.0,2021-03-15 07:52:50,2099.666
114788600,2021:3:15:7:52:50,3,11.3821409,47.3095003,2099701,1,8.0,2021-03-15 07:52:50,2099.701
114788700,2021:3:15:7:52:50,3,11.3821409,47.3095005,2099683,1,8.0,2021-03-15 07:52:50,2099.683
114788800,2021:3:15:7:52:50,3,11.3821408,47.3095004,2099685,1,8.0,2021-03-15 07:52:50,2099.685
114788900,2021:3:15:7:52:50,3,11.3821409,47.3095005,2099690,1,8.0,2021-03-15 07:52:50,2099.69
114789000,2021:3:15:7:52:51,3,11.382141,47.3095005,2099705,1,8.0,2021-03-15 07:52:51,2099.705
114789100,2021:3:15:7:52:51,3,11.3821408,47.3095006,2099687,1,8.0,2021-03-15 07:52:51,2099.687
114789200,2021:3:15:7:52:51,3,11.3821408,47.3095006,2099693,0,8.06,2021-03-15 07:52:51,2099.693
114789300,2021:3:15:7:52:51,3,11.3821408,47.3095007,2099677,0,8.06,2021-03-15 07:52:51,2099.677
114789400,2021:3:15:7:52:51,3,11.3821409,47.3095006,2099694,0,8.06,2021-03-15 07:52:51,2099.694
114789500,2021:3:15:7:52:51,3,11.3821408,47.3095008,2099673,0,8.06,2021-03-15 07:52:51,2099.673
114789600,2021:3:15:7:52:51,3,11.382141,47.3095006,2099720,0,8.06,2021-03-15 07:52:51,2099.72
114789700,2021:3:15:7:52:51,3,11.3821411,47.3095008,2099686,0,8.06,2021-03-15 07:52:51,2099.686
114789800,2021:3:15:7:52:51,3,11.3821409,47.3095009,2099649,0,8.06,2021-03-15 07:52:51,2099.649
114789900,2021:3:15:7:52:51,3,11.382141,47.309501,2099654,0,8.06,2021-03-15 07:52:51,2099.654
114790000,2021:3:15:7:52:52,3,11.3821412,47.3095009,2099670,0,8.06,2021-03-15 07:52:52,2099.67
114790100,2021:3:15:7:52:52,3,11.3821411,47.3095011,2099627,0,8.06,2021-03-15 07:52:52,2099.627
114790200,2021:3:15:7:52:52,3,11.3821411,47.3095011,2099608,1,8.06,2021-03-15 07:52:52,2099.608
114790300,2021:3:15:7:52:52,3,11.3821412,47.3095011,2099620,1,8.06,2021-03-15 07:52:52,2099.62
114790400,2021:3:15:7:52:52,3,11.3821412,47.3095013,2099586,1,8.06,2021-03-15 07:52:52,2099.586
114790500,2021:3:15:7:52:52,3,11.3821412,47.3095013,2099584,1,8.06,2021-03-15 07:52:52,2099.584
114790600,2021:3:15:7:52:52,3,11.3821411,47.3095014,2099560,1,8.06,2021-03-15 07:52:52,2099.56
114790700,2021:3:15:7:52:52,3,11.3821409,47.3095016,2099516,1,8.0,2021-03-15 07:52:52,2099.516
114790800,2021:3:15:7:52:52,3,11.3821411,47.3095016,2099542,1,8.0,2021-03-15 07:52:52,2099.542
114790900,2021:3:15:7:52:52,3,11.3821411,47.3095015,2099541,1,8.0,2021-03-15 07:52:52,2099.541
114791000,2021:3:15:7:52:53,3,11.3821412,47.3095016,2099557,1,8.0,2021-03-15 07:52:53,2099.557
114791100,2021:3:15:7:52:53,3,11.3821412,47.3095016,2099561,1,8.0,2021-03-15 07:52:53,2099.561
114791200,2021:3:15:7:52:53,3,11.3821411,47.3095016,2099537,0,8.0,2021-03-15 07:52:53,2099.537
114791300,2021:3:15:7:52:53,3,11.3821413,47.3095016,2099527,0,8.0,2021-03-15 07:52:53,2099.527
114791400,2021:3:15:7:52:53,3,11.3821412,47.3095018,2099529,0,8.0,2021-03-15 07:52:53,2099.529
114791500,2021:3:15:7:52:53,3,11.3821411,47.3095018,2099527,0,8.06,2021-03-15 07:52:53,2099.527
114791600,2021:3:15:7:52:53,3,11.3821411,47.3095019,2099503,0,8.06,2021-03-15 07:52:53,2099.503
114791700,2021:3:15:7:52:53,3,11.382141,47.3095021,2099480,0,8.06,2021-03-15 07:52:53,2099.48
114791800,2021:3:15:7:52:53,3,11.3821412,47.3095019,2099508,0,8.06,2021-03-15 07:52:53,2099.508
114791900,2021:3:15:7:52:53,3,11.3821412,47.309502,2099484,0,8.06,2021-03-15 07:52:53,2099.484
114792000,2021:3:15:7:52:54,3,11.3821413,47.309502,2099488,0,8.06,2021-03-15 07:52:54,2099.488
114792100,2021:3:15:7:52:54,3,11.3821411,47.3095022,2099434,0,8.06,2021-03-15 07:52:54,2099.434
114792200,2021:3:15:7:52:54,3,11.3821412,47.3095023,2099425,1,8.06,2021-03-15 07:52:54,2099.425
114792300,2021:3:15:7:52:54,3,11.3821412,47.3095023,2099414,1,8.06,2021-03-15 07:52:54,2099.414
114792400,2021:3:15:7:52:54,3,11.3821413,47.3095024,2099393,1,8.06,2021-03-15 07:52:54,2099.393
114792500,2021:3:15:7:52:54,3,11.3821412,47.3095024,2099373,1,8.06,2021-03-15 07:52:54,2099.373
114792600,2021:3:15:7:52:54,3,11.3821414,47.3095024,2099397,1,8.06,2021-03-15 07:52:54,2099.397
114792700,2021:3:15:7:52:54,3,11.3821414,47.3095024,2099364,1,8.06,2021-03-15 07:52:54,2099.364
114792800,2021:3:15:7:52:54,3,11.3821415,47.3095027,2099360,1,8.06,2021-03-15 07:52:54,2099.36
114792900,2021:3:15:7:52:54,3,11.3821417,47.3095025,2099369,1,8.06,2021-03-15 07:52:54,2099.369
114793000,2021:3:15:7:52:55,3,11.3821415,47.3095027,2099337,1,8.06,2021-03-15 07:52:55,2099.337
114793100,2021:3:15:7:52:55,3,11.3821413,47.3095028,2099292,1,8.06,2021-03-15 07:52:55,2099.292
114793200,2021:3:15:7:52:55,3,11.3821414,47.3095028,2099270,0,8.06,2021-03-15 07:52:55,2099.27
114793300,2021:3:15:7:52:55,3,11.3821413,47.3095029,2099262,0,8.06,2021-03-15 07:52:55,2099.262
114793400,2021:3:15:7:52:55,3,11.3821413,47.3095031,2099225,0,8.06,2021-03-15 07:52:55,2099.225
114793500,2021:3:15:7:52:55,3,11.3821414,47.3095031,2099219,0,8.06,2021-03-15 07:52:55,2099.219
114793600,2021:3:15:7:52:55,3,11.3821414,47.3095031,2099209,0,8.06,2021-03-15 07:52:55,2099.209
114793700,2021:3:15:7:52:55,3,11.3821416,47.3095032,2099191,0,8.06,2021-03-15 07:52:55,2099.191
114793800,2021:3:15:7:52:55,3,11.3821414,47.3095033,2099159,0,8.06,2021-03-15 07:52:55,2099.159
114793900,2021:3:15:7:52:55,3,11.3821415,47.3095034,2099136,0,8.06,2021-03-15 07:52:55,2099.136
114794000,2021:3:15:7:52:56,3,11.3821416,47.3095034,2099120,0,8.06,2021-03-15 07:52:56,2099.12
